id,mutcd,name,class,speed,lat,lon,first_seen
3.04317E+14,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.65216558,-77.51890908,9/28/2023
1.02727E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.65660003,-77.51696853,9/28/2023
1.02727E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.65779017,-77.5159645,9/28/2023
1.02727E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.65859365,-77.51594232,9/28/2023
2.06614E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.65266597,-77.51976638,9/28/2023
1.0143E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.65669299,-77.51909609,9/28/2023
2.9097E+14,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.65964374,-77.51323879,9/28/2023
8.54073E+14,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.65287994,-77.51513372,9/28/2023
3.34249E+14,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.66031714,-77.51364585,9/28/2023
3.34249E+14,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.6601867,-77.51382185,9/28/2023
7.05683E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.6634868,-77.51529893,9/28/2023
7.05683E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.66042006,-77.51658934,9/28/2023
1.04785E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.66214296,-77.51222414,9/28/2023
8.55838E+14,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.6635578,-77.5121476,9/28/2023
8.55838E+14,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.66425065,-77.51167917,9/28/2023
1.09087E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.66445283,-77.51553573,9/28/2023
