id,mutcd,name,class,speed,lat,lon,first_seen
2.23057E+14,R1-1,STOP,regulatory--stop--g1,,37.61356301,-77.47632147,9/21/2023
2.23057E+14,R1-1,STOP,regulatory--stop--g1,,37.61269313,-77.47798907,9/21/2023
6.27941E+14,W3-1,Stop Ahead,warning--stop-ahead--g1,,37.6087073,-77.47677267,9/21/2023
6.27941E+14,R1-2,YIELD,regulatory--yield--g1,,37.60870363,-77.47674467,9/21/2023
3.37172E+14,R1-1,STOP,regulatory--stop--g1,,37.6079206,-77.47676324,9/21/2023
1.62764E+15,R1-1,STOP,regulatory--stop--g1,,37.61437212,-77.48042483,9/21/2023
6.86237E+14,R1-1,STOP,regulatory--stop--g1,,37.61260476,-77.47725999,9/21/2023
6.86237E+14,R1-1,STOP,regulatory--stop--g1,,37.61276536,-77.47622597,9/21/2023
7.06809E+14,R1-1,STOP,regulatory--stop--g1,,37.60778227,-77.48382262,9/21/2023
1.78065E+15,R1-1,STOP,regulatory--stop--g1,,37.60777116,-77.48157851,9/21/2023
1.78065E+15,R1-1,STOP,regulatory--stop--g1,,37.60786962,-77.4814573,9/21/2023
1.32523E+15,R1-1,STOP,regulatory--stop--g1,,37.61449863,-77.47647279,9/21/2023
1.32523E+15,R1-1,STOP,regulatory--stop--g1,,37.6136591,-77.47618694,9/21/2023
2.90172E+14,R1-1,STOP,regulatory--stop--g1,,37.60688102,-77.48132447,9/21/2023
3.39241E+14,R1-1,STOP,regulatory--stop--g1,,37.61034995,-77.47698303,9/21/2023
3.39241E+14,R1-1,STOP,regulatory--stop--g1,,37.60940374,-77.47686616,9/21/2023
3.39241E+14,R1-1,STOP,regulatory--stop--g1,,37.60952641,-77.47697471,9/21/2023
3.39242E+14,R1-1,STOP,regulatory--stop--g1,,37.61046877,-77.47709663,9/21/2023
9.32931E+14,R1-1,STOP,regulatory--stop--g1,,37.60698123,-77.48145136,9/21/2023
1.04685E+15,R1-2,YIELD,regulatory--yield--g1,,37.60605639,-77.47813647,9/21/2023
9.19103E+14,R1-1,STOP,regulatory--stop--g1,,37.60865795,-77.4816695,9/21/2023
9.19103E+14,R1-1,STOP,regulatory--stop--g1,,37.60878732,-77.48152254,9/21/2023
9.19103E+14,R1-1,STOP,regulatory--stop--g1,,37.6090011,-77.47966827,9/21/2023
9.19103E+14,R1-1,STOP,regulatory--stop--g1,,37.60887939,-77.47980504,9/21/2023
3.56341E+14,R1-1,STOP,regulatory--stop--g1,,37.61254463,-77.48015152,9/21/2023
6.51068E+15,R1-1,STOP,regulatory--stop--g1,,37.60782478,-77.47955913,9/21/2023
6.51068E+15,R1-1,STOP,regulatory--stop--g1,,37.61072477,-77.47993511,9/21/2023
8.31417E+14,R1-1,STOP,regulatory--stop--g1,,37.61080978,-77.48006909,9/21/2023
8.31417E+14,R1-1,STOP,regulatory--stop--g1,,37.60792487,-77.47966358,9/21/2023
1.52216E+15,R1-1,STOP,regulatory--stop--g1,,37.60979649,-77.47992403,9/21/2023
1.52216E+15,R1-1,STOP,regulatory--stop--g1,,37.6099121,-77.47979223,9/21/2023
8.25012E+14,R1-1,STOP,regulatory--stop--g1,,37.61142662,-77.47710259,9/21/2023
8.25012E+14,R1-1,STOP,regulatory--stop--g1,,37.61131134,-77.47723212,9/21/2023
1.78365E+15,R1-1,STOP,regulatory--stop--g1,,37.60845235,-77.47960671,9/21/2023
2.80589E+14,R1-1,STOP,regulatory--stop--g1,,37.6104876,-77.48192372,9/21/2023
2.80589E+14,W3-1,Stop Ahead,warning--stop-ahead--g1,,37.6104465,-77.48231135,9/21/2023
2.80589E+14,R1-1,STOP,regulatory--stop--g1,,37.61058528,-77.48180079,9/21/2023
2.80589E+14,R1-1,STOP,regulatory--stop--g1,,37.61185365,-77.48024896,9/21/2023
1.84763E+15,R1-1,STOP,regulatory--stop--g1,,37.60953593,-77.48168229,9/21/2023
1.84763E+15,R1-1,STOP,regulatory--stop--g1,,37.60968037,-77.48178943,9/21/2023
